technique_id,is_subtechnique,parent_id,name,tactics,tactic_ids,platforms,data_components,detection_guidance,mitigations,url,description
T1110.003,Yes,T1110,Password Spraying,Credential Access,TA0006,Containers; ESXi; IaaS; Identity Provider; Linux; Network Devices; Office Suite; SaaS; Windows; macOS,,,M1027 Password Policies | M1032 Multi-factor Authentication | M1036 Account Use Policies,https://attack.mitre.org/techniques/T1110/003,"Adversaries may use a single or small list of commonly used passwords against many different accounts to attempt to acquire valid account credentials. Password spraying uses one password (e.g. 'Password01'), or a small list of commonly used passwords, that may match the complexity policy of the domain. Logins are attempted with that password against many different accounts on a network to avoid account lockouts that would normally occur when brute forcing a single account with many passwords. (Citation: BlackHillsInfosec Password Spraying)"
T1110.004,Yes,T1110,Credential Stuffing,Credential Access,TA0006,Containers; ESXi; IaaS; Identity Provider; Linux; macOS; Network Devices; Office Suite; SaaS; Windows,,,M1018 User Account Management | M1027 Password Policies | M1032 Multi-factor Authentication | M1036 Account Use Policies,https://attack.mitre.org/techniques/T1110/004,"Adversaries may use credentials obtained from breach dumps of unrelated accounts to gain access to target accounts through credential overlap. Occasionally, large numbers of username and password pairs are dumped online when a website or service is compromised and the user account credentials accessed. The information may be useful to an adversary attempting to compromise accounts by taking advantage of the tendency for users to use the same passwords across personal and business accounts."
T1111,No,,Multi-Factor Authentication Interception,Credential Access,TA0006,Linux; macOS; Windows,,,M1017 User Training,https://attack.mitre.org/techniques/T1111,"Adversaries may target multi-factor authentication (MFA) mechanisms, (i.e., smart cards, token generators, etc.) to gain access to credentials that can be used to access systems, services, and network resources. Use of MFA is recommended and provides a higher level of security than usernames and passwords alone, but organizations should be aware of techniques that could be used to intercept and bypass these security mechanisms. "
T1112,No,,Modify Registry,Defense Impairment; Persistence,TA0112; TA0003,Windows,,,M1024 Restrict Registry Permissions,https://attack.mitre.org/techniques/T1112,"Adversaries may interact with the Windows Registry as part of a variety of other techniques to aid in defense evasion, persistence, and execution."
T1113,No,,Screen Capture,Collection,TA0009,Linux; macOS; Windows,,,,https://attack.mitre.org/techniques/T1113,"Adversaries may attempt to take screen captures of the desktop to gather information over the course of an operation. Screen capturing functionality may be included as a feature of a remote access tool used in post-compromise operations. Taking a screenshot is also typically possible through native utilities or API calls, such as <code>CopyFromScreen</code>, <code>xwd</code>, or <code>screencapture</code>.(Citation: CopyFromScreen .NET)(Citation: Antiquated Mac Malware)"
T1114,No,,Email Collection,Collection,TA0009,Windows; macOS; Linux; Office Suite,,,M1032 Multi-factor Authentication | M1041 Encrypt Sensitive Information | M1047 Audit | M1060 Out-of-Band Communications Channel,https://attack.mitre.org/techniques/T1114,"Adversaries may target user email to collect sensitive information. Emails may contain sensitive data, including trade secrets or personal information, that can prove valuable to adversaries. Emails may also contain details of ongoing incident response operations, which may allow adversaries to adjust their techniques in order to maintain persistence or evade defenses.(Citation: TrustedSec OOB Communications)(Citation: CISA AA20-352A 2021) Adversaries can collect or forward email from mail servers or clients. "
T1114.001,Yes,T1114,Local Email Collection,Collection,TA0009,Windows,,,M1041 Encrypt Sensitive Information | M1060 Out-of-Band Communications Channel,https://attack.mitre.org/techniques/T1114/001,"Adversaries may target user email on local systems to collect sensitive information. Files containing email data can be acquired from a user’s local system, such as Outlook storage or cache files."
T1114.002,Yes,T1114,Remote Email Collection,Collection,TA0009,Office Suite; Windows,,,M1032 Multi-factor Authentication | M1041 Encrypt Sensitive Information | M1060 Out-of-Band Communications Channel,https://attack.mitre.org/techniques/T1114/002,"Adversaries may target an Exchange server, Office 365, or Google Workspace to collect sensitive information. Adversaries may leverage a user's credentials and interact directly with the Exchange server to acquire information from within a network. Adversaries may also access externally facing Exchange services, Office 365, or Google Workspace to access email using credentials or access tokens. Tools such as [MailSniper](https://attack.mitre.org/software/S0413) can be used to automate searches for specific keywords."
T1114.003,Yes,T1114,Email Forwarding Rule,Collection,TA0009,Linux; macOS; Office Suite; Windows,,,M1041 Encrypt Sensitive Information | M1042 Disable or Remove Feature or Program | M1047 Audit | M1060 Out-of-Band Communications Channel,https://attack.mitre.org/techniques/T1114/003,"Adversaries may setup email forwarding rules to collect sensitive information. Adversaries may abuse email forwarding rules to monitor the activities of a victim, steal information, and further gain intelligence on the victim or the victim’s organization to use as part of further exploits or operations.(Citation: US-CERT TA18-068A 2018) Furthermore, email forwarding rules can allow adversaries to maintain persistent access to victim's emails even after compromised credentials are reset by administrators.(Citation: Pfammatter - Hidden Inbox Rules) Most email clients allow users to create inbox "
T1115,No,,Clipboard Data,Collection,TA0009,Linux; macOS; Windows,,,,https://attack.mitre.org/techniques/T1115,Adversaries may collect data stored in the clipboard from users copying information within or between applications. 
T1119,No,,Automated Collection,Collection,TA0009,IaaS; Linux; macOS; Office Suite; SaaS; Windows,,,M1029 Remote Data Storage | M1041 Encrypt Sensitive Information,https://attack.mitre.org/techniques/T1119,"Once established within a system or network, an adversary may use automated techniques for collecting internal data. Methods for performing this technique could include use of a [Command and Scripting Interpreter](https://attack.mitre.org/techniques/T1059) to search for and copy information fitting set criteria such as file type, location, or name at specific time intervals. "
T1120,No,,Peripheral Device Discovery,Discovery,TA0007,Linux; macOS; Windows,,,,https://attack.mitre.org/techniques/T1120,"Adversaries may attempt to gather information about attached peripheral devices and components connected to a computer system.(Citation: Peripheral Discovery Linux)(Citation: Peripheral Discovery macOS) Peripheral devices could include auxiliary resources that support a variety of functionalities such as keyboards, printers, cameras, smart card readers, or removable storage. The information may be used to enhance their awareness of the system and network environment or may be used for further actions."
